wallet_address,tokens_traded,early_adoptions,ultra_early_discoveries,first_hour_discoveries,avg_discovery_score,avg_trader_rank,top10_discoveries,first_discoveries,connected_wallets,lead_ratio,avg_synchronicity_score,sync_trades_5min,avg_minutes_after_launch,total_connections,discovery_ability_score,influence_score,independence_score,reaction_speed_score,network_influence_score,independent_decision_ratio,network_role,source_file
0xc26b5977c42c4fa2dd41750f8658f6bd2b67869c,4,0,0,0,45.0,48.75,0,0,197,0.6789340101522844,20.0,0.0,33241.25,788,0,27.73001269035533,10,1,10.419003807106598,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x4f0eeb8d7797bd005fdf88fcc85b47aacc59cf36,6,0,0,0,30.0,27.33333333333333,2,1,197,0.6050761421319798,20.0,0.0,45750.833333333336,1182,0,26.34517766497462,12,1,10.403553299492383,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xeae3ee53ea27e7d409c6fa6dcbf0e8aa81cd5d1e,1,0,0,0,40.0,27.0,0,0,79,0.6708860759493671,20.0,0.0,21532.0,79,0,27.57911392405063,10,1,10.373734177215187,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xcb3e8ff64aa10af82e98b92d5372ae34de1ad10d,5,0,0,0,44.0,39.0,1,0,188,0.6667553191489363,20.21276595744681,0.0,15165.0,940,0,27.50166223404256,10,1,10.350498670212763,0.7978723404255319,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x712401bd11a379346a2cea2d430c88f02ee7bc60,9,0,0,0,37.77777777777778,32.111111111111114,0,0,208,0.6657757173382174,20.0,0.0,46485.11111111111,1872,0,27.483294700091577,10,1,10.344988410027472,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xa8b649ac5ce0f6069a6532152c8575af7a0f2180,8,0,0,0,40.0,15.75,4,0,132,0.6592712842712842,20.0,0.0,43765.75,1056,0,27.36133658008658,10,1,10.308400974025972,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x3ee301d27fd556eca7aaa8c50cdbd461577c42a6,5,0,0,0,40.0,36.0,1,0,203,0.6450738916256159,20.0,5.0,48064.6,1015,0,27.0951354679803,10,1,10.228540640394089,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xfce053a5e461683454bf37ad66d20344c0e3f4c0,3,0,0,0,46.66666666666666,46.0,1,0,188,0.6409574468085106,20.0,3.0,12103.666666666666,564,0,27.017952127659576,10,1,10.205385638297871,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xe08cc4bc6bd77774fe107f7ffb48add75ae53245,5,0,0,0,32.0,18.8,2,0,120,0.6243055555555557,20.0,0.0,33870.4,600,0,26.70572916666667,10,1,10.11171875,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc7b7b5bcec733a61baedb51da0f0c53270f3b534,2,188,0,0,60.0,67.5,0,0,188,0.6223404255319149,20.21276595744681,0.0,18085.0,376,0,26.668882978723403,10,1,10.10066489361702,0.7978723404255319,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x5c1c6e5b32017e693913f71e628e1dc58dc85728,5,0,0,0,52.0,42.0,2,0,188,0.6083333333333335,20.0,5.0,14630.2,940,0,26.406250000000004,10,1,10.021875,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xf991acd672d5b344afcb29931af6401ed32e2691,6,950,0,0,70.0,30.83333333333333,4,3,190,0.553245614035088,20.210526315789476,0.0,18305.166666666668,1140,0,20.0,15,1,9.1,0.7978947368421052,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc30b67a08e962b40f1fa0a4c1052c118ac0a61c6,16,0,0,0,31.25,17.625,10,6,190,0.493572567783094,20.0,0.0,39437.875,3040,0,20.0,14,1,8.9,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xabb4f79430002534df3f62e964d62659a010ef3c,87,1463,0,0,39.55555555555556,8.2,76,33,209,0.4821803996743268,20.0,0.0,41488.43333333333,18810,0,20.0,14,1,8.9,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x5de1b7f14de50ed6e430ea144eed8bc9d0bbb30c,36,193,0,0,38.333333333333336,11.13888888888889,26,10,193,0.4766623416882484,20.207253886010363,0.0,41845.97222222222,6948,0,20.0,13,1,8.7,0.7979274611398963,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x6d3be3f86fb1139d0c9668bd552f05fcb643e6e6,4,0,0,0,40.0,48.5,1,1,188,0.524822695035461,20.21276595744681,0.0,17719.5,752,0,20.0,13,1,8.7,0.7978723404255319,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x295868c13a7abb9d8af6bfbdfad71af61a61da3d,3,0,0,0,33.333333333333336,33.0,1,1,176,0.5625,20.0,0.0,30510.666666666668,528,0,20.0,13,1,8.7,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc42973b5496d6767ccfadd8612a3a12d4843a912,7,0,0,0,31.428571428571427,51.85714285714285,3,2,197,0.3136209813874789,20.0,0.0,57735.28571428572,1379,0,20.0,13,1,8.7,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xae3279da7e7d0d26066a1591464d2cacb55dbf7b,5,0,0,0,36.0,50.0,2,1,190,0.3719298245614034,20.210526315789476,5.0,57554.8,950,0,20.0,12,1,8.5,0.7978947368421052,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x63788cadf3e43535643cb97a456882e4ebd99d5d,31,627,0,0,40.625,13.78125,19,6,209,0.5915043117435465,20.0,0.0,44672.0,6688,0,20.0,12,1,8.5,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xffada75297d9914a99ca9b0a040d671cb5637faf,5,0,0,0,40.0,41.4,2,1,190,0.5214912280701756,20.0,0.0,16837.8,950,0,20.0,12,1,8.5,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xb3251d56bf27864f04f315d38dd7f1296ac4a727,19,0,0,0,36.8421052631579,23.473684210526315,12,3,208,0.4735582926688697,20.0,0.0,44258.68421052631,3952,0,20.0,12,1,8.5,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xbf7f3824cec99f73ac5fa53cc34116f4f0dbb69e,34,209,0,0,35.294117647058826,18.44117647058824,20,6,209,0.4316881836650158,20.0,0.0,50345.05882352941,7106,0,20.0,12,1,8.5,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x4dc43ff45d77a5b3a7d436ea701d50eac326482b,5,0,0,0,32.0,54.2,1,1,188,0.3714539007092198,20.0,0.0,50347.2,940,0,20.0,12,1,8.5,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xca686974913389d42f3c5f61010503daccdb487a,26,199,0,0,30.76923076923077,15.807692307692308,17,5,199,0.3166431767562421,20.0,0.0,58875.230769230766,5174,0,20.0,12,1,8.5,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xd7583e3cf08bbcab66f1242195227bbf9f865fda,26,0,0,0,31.53846153846154,15.5,15,5,195,0.5053357753357753,20.0,0.0,54134.34615384616,5070,0,20.0,12,1,8.5,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xf61ae36433263c61138d334197769e155307f987,18,0,0,0,35.78947368421053,23.42105263157895,7,1,204,0.323608104858105,20.0,0.0,46378.21052631579,3876,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xd6588a1f19e566c9b617285d261e97dca1791679,15,0,0,0,30.666666666666668,18.933333333333334,9,2,190,0.532984544695071,20.0,0.0,53901.53333333333,2850,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xa58627a29bb59743ce1d781b1072c59bb1dda86d,15,204,0,0,46.66666666666666,20.466666666666665,10,2,204,0.5783807967631496,20.0,0.0,24145.13333333333,3060,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xb7c854ed55a7bf36de3217aff276a54d6812dd20,16,0,0,0,35.0,18.625,11,1,201,0.5612284895866984,20.199004975124375,0.0,45945.3125,3216,0,20.0,11,1,8.299999999999999,0.7980099502487562,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x3b5771b3d731d5a8c2468dc79c228d05e7383d69,20,0,0,0,29.0,24.35,10,1,199,0.3215648951829856,20.0,0.0,72683.45,3980,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x932d91682423357b435172e50d9ea2dca614217f,50,1254,0,0,39.6,13.0,35,6,209,0.526020720082571,20.0,400.0,40755.12,10450,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x2ae08196c5323f5cd1a792de2124914ff4704e03,20,0,0,0,37.0,15.05,14,2,191,0.5027061943292308,20.0,0.0,55929.55,3820,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x8eb0c55e0c1536182db91f699fc85c923283fd0e,30,0,0,0,29.33333333333333,22.5,17,2,209,0.3487191534581064,20.0,0.0,67613.86666666667,6270,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x54e324219979c0d1e9a895122edaaaa3c02cb6b4,14,0,0,0,32.0,32.6,5,1,208,0.3083494630369631,20.0,0.0,55523.86666666667,3120,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x1fd0c666094d8c5dae247aa6c3c4c33fd21bdc91,9,0,0,0,33.333333333333336,45.44444444444444,1,1,209,0.43661995898838,20.0,0.0,49144.77777777778,1881,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x11456707148bd304dd25238f4666ac13b959ff39,17,0,0,0,42.35294117647059,17.235294117647058,8,2,192,0.5667258522727273,20.0,0.0,38194.52941176471,3264,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xa59ec0ae0aeb1fd6cfcc93569e0acae63ef2d8ba,7,0,0,0,37.142857142857146,37.57142857142857,2,1,188,0.5177304964539008,20.0,7.0,26554.571428571428,1316,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xfb94d3404c1d3d9d6f08f79e58041d5ea95accfa,7,0,0,0,25.714285714285715,17.714285714285715,3,1,111,0.4857357357357357,20.0,0.0,71277.85714285714,777,0,20.0,11,1,8.299999999999999,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x76db9edf1451933711fc0a0c622e013ebd229eab,6,0,0,0,36.66666666666666,34.833333333333336,2,0,186,0.5380824372759857,20.21505376344086,0.0,30859.166666666668,1116,0,20.0,10,1,8.1,0.7978494623655914,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xd480bb579f61edf044d0e86e33cb72310c816d6a,6,0,0,0,30.0,62.333333333333336,0,0,198,0.3247474747474748,20.0,0.0,72582.33333333333,1188,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x09a199099ceee2da7b1da1afd3031c3d40f01b00,3,0,0,0,26.666666666666668,58.0,0,0,183,0.3105646630236794,20.0,0.0,45833.0,549,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xe35ac5ad3a351e288fdb769ba4aa975c9bce12d9,2,0,0,0,40.0,121.0,0,0,188,0.3138297872340425,20.0,0.0,36373.5,376,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xb8ce532445ed649ca6734422a2acb5f3ec404f15,6,0,0,0,36.66666666666666,35.0,3,0,199,0.4493299832495812,20.0,0.0,27010.33333333333,1194,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x408d3cfbcb3b8b391b3badddfa8fa4626eb56f4d,6,0,0,0,26.666666666666668,66.33333333333333,0,0,197,0.4021150592216583,20.0,0.0,65251.0,1182,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x7594f15d27b58c04b82c3891e6f5f4488b2006e0,13,0,0,0,27.692307692307693,24.384615384615383,8,0,199,0.3882946478423863,20.0,26.0,70729.84615384616,2587,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xf7722c302eb28c0655874050ac7ac37533003cbf,3,0,0,0,33.333333333333336,50.0,1,0,170,0.3294117647058823,20.0,0.0,45545.333333333336,510,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x66667ea2891bfb7791409b0e19057a2f6237788c,8,0,0,0,35.0,36.0,2,0,191,0.4962727499376714,20.0,0.0,56259.375,1528,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc58f53df7411f58afe5b2965bd2c67a7b5632368,2,0,0,0,40.0,98.5,0,0,188,0.4361702127659574,20.0,0.0,37827.5,376,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x9af2209fe8b849f8d61df3a0471a3c12cbf8e0a4,3,0,0,0,33.333333333333336,65.66666666666667,0,0,187,0.3814616755793226,20.0,9.0,38896.333333333336,561,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xf28e1b06e00e8774c612e31ab3ac35d5a720085f,18,0,0,0,34.44444444444444,29.666666666666668,11,0,207,0.332525660061892,20.0,0.0,51606.5,3726,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x06c05fbac28826fa24b5fe806f239277d8b5a9fd,15,113,0,0,36.47058823529412,11.058823529411764,12,0,113,0.417920353982301,20.353982300884955,0.0,53923.35294117647,1921,0,20.0,10,1,8.1,0.7964601769911505,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x6fedfdb4249cd5dca3030fd09e0e1368f23cb4f8,2,0,0,0,40.0,100.0,0,0,188,0.4308510638297872,20.0,2.0,21985.5,376,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x1448c6f6356f526670a8148e7c691678616e4af9,23,0,0,0,22.608695652173918,22.91304347826087,7,1,189,0.4433940740061433,20.0,92.0,86077.56521739131,4347,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x3a2bc775049204186e1fcb419bdb48bbe8063a2b,11,0,0,0,36.36363636363637,27.0,7,0,190,0.4494047619047617,20.0,0.0,29944.18181818182,2090,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xaccfde8031e759acd222d83c307fe8fbe488c782,27,0,0,0,22.96296296296296,18.814814814814813,11,0,189,0.4946867252742233,20.0,108.0,91183.51851851853,5103,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x4a03ea3a4cd602e3f18733b95eebbb01de68379d,24,0,0,0,23.33333333333333,20.166666666666668,9,0,188,0.5061837248962605,20.31914893617021,96.0,89022.45833333333,4512,0,20.0,10,1,8.1,0.7968085106382978,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xab727fe772bf4a81cb1272a644aa633eabac9c55,5,0,0,0,32.0,71.2,0,0,197,0.4168358714043995,20.0,0.0,36857.0,985,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x31bacbbf2c5a364c345055fe47556d42f42937a3,8,0,0,0,32.5,38.375,1,0,192,0.3866939484126983,20.0,0.0,66668.625,1536,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x186645fafdd6d3de2d819596d5891341b2c57c32,18,0,0,0,28.88888888888889,29.666666666666668,6,0,207,0.4569175188740406,20.0,0.0,52706.66666666666,3726,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x47a127f496d001f187ac65fc24852274dc51d080,3,0,0,0,33.333333333333336,38.66666666666666,0,0,172,0.5697674418604651,20.0,0.0,53938.66666666666,516,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x5e00b30f8a0d527c9b3e3f0e0cba3f13a64ebbc2,2,0,0,0,40.0,94.0,0,0,188,0.4707446808510638,20.0,0.0,28683.0,376,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc1b3a919cd84eb29717a641a86926c3184b0a1af,4,0,0,0,40.0,63.25,0,0,197,0.5664128595600675,20.0,0.0,27411.75,788,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xa9f6f345122b7fbfa08795b6579f0f803d1db8f6,3,0,0,0,40.0,71.33333333333333,0,0,188,0.5319148936170213,20.0,6.0,25259.0,564,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x84abd78727950aa776f7939102f51df6b166ab84,8,0,0,0,42.5,29.25,4,0,191,0.5070680628272252,20.0,0.0,23520.875,1528,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xa2d2e00c96b09a350a561dde4cb99e13df152caf,28,0,0,0,22.142857142857142,21.964285714285715,6,1,188,0.4322576150053754,20.0,112.0,94908.96428571428,5264,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x5b11f988f1b78d991a328fc60dce76f726ddf5e9,22,621,0,0,38.18181818181818,15.5,12,1,207,0.5747725704247442,20.0,0.0,53257.09090909091,4554,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xcab214433774207c46373ac6661be1bd3f78668a,27,0,0,0,22.96296296296296,21.22222222222222,11,0,189,0.4432086212529968,20.0,108.0,87925.44444444444,5103,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x6af235d2bbe050e6291615b71ca5829658810142,7,0,0,0,28.571428571428573,47.142857142857146,2,0,206,0.3406264447526583,20.194174757281555,0.0,65770.42857142857,1442,0,20.0,10,1,8.1,0.7980582524271844,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x2158e7614eae8434eb5cfdc921561dac779a0ec6,5,0,0,0,48.0,43.0,1,0,205,0.5828455284552846,20.0,0.0,27364.4,1025,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xbbd9fb5a548e09d0b6e8b8197e38c5ac925cc973,11,0,0,0,40.0,32.18181818181818,4,0,208,0.5505685286935288,20.0,0.0,41238.181818181816,2288,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xec29346883cddca45a56982f1a559238130a8c02,68,591,0,0,25.294117647058822,13.544117647058824,49,3,197,0.3366769737712359,20.20304568527919,408.0,80887.64705882352,13396,0,20.0,10,1,8.1,0.7979695431472081,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xec6519f884ef81fc2bd6b760532c864917cbc816,13,0,0,0,36.92307692307692,29.846153846153847,3,0,208,0.5979666567406952,20.0,0.0,41105.53846153846,2704,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xdeaf22e73aaa6830948662b2a31cf36d58125927,2,0,0,0,40.0,98.5,0,0,188,0.4281914893617021,20.0,0.0,57583.5,376,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc0979af67786f30dea9335665592d6813b21b819,3,0,0,0,26.666666666666668,20.666666666666668,2,0,84,0.4404761904761904,20.0,0.0,72892.66666666667,252,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xbeb950286415e279cac5cdd1951ce1af58bd4273,6,0,0,0,30.0,67.66666666666667,0,0,197,0.3485617597292725,20.0,0.0,45065.333333333336,1182,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x484a8e9d2d135c59d00a3d99a8bdec1dc04cb097,4,0,0,0,30.0,80.25,0,0,197,0.3257191201353638,20.0,0.0,51424.0,788,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x1e830ed61b6f1bb785481de18b06283d0736b955,4,0,0,0,30.0,72.25,0,0,189,0.3143738977072311,20.0,0.0,61203.0,756,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0x6efc48b8b6222924fa6ea95d174af5518b761177,10,0,0,0,28.0,35.4,2,0,192,0.4591641865079364,20.0,0.0,48892.0,1920,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x5e395c998487d6447ab8242ed93abe89ec7d2a49,2,0,0,0,40.0,96.0,0,0,188,0.4627659574468085,20.0,0.0,25946.5,376,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc77bec38a4b6544deafc39d0f2741e966ce1478a,22,0,0,0,23.63636363636364,21.59090909090909,7,0,189,0.5027594057884246,20.0,66.0,80062.63636363637,4158,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc4a7d7157a62e7fd0955353da12ff60af24cc2b1,7,0,0,0,37.142857142857146,52.285714285714285,0,0,197,0.423688663282572,20.0,0.0,45362.42857142857,1379,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x5e8b11492066bb133cba52782a23f160adb04fbf,10,0,0,0,34.0,40.9,1,0,207,0.4833410014569432,20.0,0.0,59515.0,2070,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc08b122fb1057149f55d49d3d5cea0d083b37ffb,10,199,0,0,42.0,33.3,5,0,199,0.4658231634362288,20.0,20.0,32415.7,1990,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xdea779b8252ac075e92966d773592010ff8131b6,1,0,0,0,40.0,61.0,0,0,98,0.3877551020408163,20.0,0.0,33983.0,98,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xee02a8447b885a64eba7042d824e65aa07aba10c,8,0,0,0,30.0,54.5,1,0,209,0.3455001139211666,20.0,0.0,68185.75,1672,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x21351ef1fbbfddd971ace8a3b7eb67f5cc186c73,5,414,0,0,44.0,65.0,0,0,207,0.4724637681159421,20.193236714975846,0.0,47386.4,1035,0,20.0,10,1,8.1,0.7980676328502415,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0xddf725d2ebd795748dd8c6b700b7c98d1dfb8ce5,4,0,0,0,40.0,57.0,0,0,189,0.5242504409171076,20.0,0.0,45734.25,756,0,20.0,10,1,8.1,0.8,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc1c7be6aff14a64396b8e90b424e84a45aaab317,7,0,0,0,34.285714285714285,19.285714285714285,4,0,127,0.508530183727034,20.0,0.0,36863.42857142857,889,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x3953d0c62d960e25ccb588a7402f01c9ae84a6ea,7,191,0,0,48.57142857142857,28.571428571428573,3,0,191,0.5797930690600848,20.0,0.0,14375.714285714286,1337,0,20.0,10,1,8.1,0.8,Regular Trader,SmartMoney_NetworkAnalysis_90d_e2.csv
0x9c16bc8f1104e4d2f72267eb981fa12de7cc4a6f,2,0,0,0,30.0,63.0,0,0,169,0.4615384615384615,20.236686390532544,0.0,64516.5,338,0,20.0,10,1,8.1,0.7976331360946746,Inactive,SmartMoney_NetworkAnalysis_90d_e2.csv
0xa64c3889eb7bb32f2b37fccd055752539b9856e6,3,352,0,0,60.0,58.333333333333336,2,2,176,0.0255681818181818,20.0,0.0,40050.66666666666,528,0,10.0,17,1,6.5,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0x32a7ae284491495d1e430aae9b6449cc3b322079,2,0,0,0,20.0,76.0,1,1,167,0.1017964071856287,20.0,0.0,104203.5,334,0,10.0,15,1,6.1,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0x3f43ca9fed3968abb621589ba6c06f85879e7d57,11,0,0,0,21.666666666666668,34.833333333333336,4,3,190,0.1496115288220551,20.0,0.0,86070.66666666667,2280,0,10.0,13,1,5.699999999999999,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0x75f8405daa5a2b171cada25f8e60c4e8dff1bb35,6,0,0,0,20.0,71.83333333333333,1,1,201,0.1083747927031509,20.0,0.0,100485.16666666669,1206,0,10.0,12,1,5.5,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0x485c07c5516315881c732c90122ba4de3f356180,12,0,0,0,33.333333333333336,41.75,4,2,207,0.2927727934974312,20.0,0.0,51670.5,2484,0,10.0,12,1,5.5,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0xdd84ce1adcb3a4908db61a1dfa3353c3974c5a2b,24,0,0,0,39.16666666666666,22.416666666666668,14,3,193,0.2151712421142472,20.0,0.0,42983.875,4632,0,10.0,11,1,5.3,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0x23ddfe708e80b05d4796bdb121e3e2787a11f8f6,8,0,0,0,22.5,49.875,3,0,189,0.2144998740236834,20.0,0.0,78682.5,1512,0,10.0,10,1,5.1,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0xc53bf13f351e2b43eaeb5b3cd03af28f6acabaeb,6,0,0,0,26.666666666666668,68.0,1,0,190,0.0753508771929824,20.0,0.0,76280.16666666667,1140,0,10.0,10,1,5.1,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0xae7f281a92834dbfa1e94f1fd23c5b0b3735615d,1,0,0,0,40.0,127.0,0,0,176,0.2840909090909091,20.0,0.0,35453.0,176,0,10.0,10,1,5.1,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0xacafee50cd961ebc738fa10a433012b6f6d0e629,4,0,0,0,25.0,94.25,0,0,189,0.1022927689594356,20.0,0.0,75673.25,756,0,10.0,10,1,5.1,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0x584db32e4849dce93d21d6ccc143a8c86523868b,2,0,0,0,20.0,28.0,0,0,52,0.2307692307692307,20.0,0.0,110369.5,104,0,10.0,10,1,5.1,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
0x866175649d6e17eb337ab305443196ca86bad6a3,7,0,0,0,20.0,56.71428571428572,1,0,189,0.1534013605442176,20.0,0.0,89993.57142857143,1323,0,10.0,10,1,5.1,0.8,Follower,SmartMoney_NetworkAnalysis_90d_e2.csv
